raw_smiles,dataset,max_tanimoto_to_corpus_full,n_corpus_identical,n_corpus_neardup_0p95
[H]N([H])C(=O)C#CC#N,QM7,0.6471,0,0
[H]N([H])C(=O)C([H])([H])C([H])([H])C#N,QM7,0.6818,0,0
[H]OC([H])([H])C([H])([H])C([H])([H])C(=O)N([H])[H],QM7,0.8750,0,0
[H]OC([H])([H])/C([H])=C(\[H])C(=O)N([H])[H],QM7,0.6316,0,0
[H]C(=O)/C([H])=C(\[H])C(=O)N([H])[H],QM7,0.5294,0,0
[H]OC([H])([H])C(C(=O)N([H])[H])=C([H])[H],QM7,0.9375,0,0
[H]C(=O)C(C(=O)N([H])[H])=C([H])[H],QM7,0.5238,0,0
[H]OC([H])([H])C#CC(=O)N([H])[H],QM7,0.6000,0,0
[H]C(=O)C#CC(=O)N([H])[H],QM7,0.4737,0,0
[H]C(=O)C([H])([H])C([H])([H])C(=O)N([H])[H],QM7,1.0000,1,0
[H]C([H])=C([H])C(=O)C(=O)N([H])[H],QM7,0.5294,0,0
[H]C#CC(=O)C(=O)N([H])[H],QM7,0.5625,0,0
[H]O[C@]([H])(C(=O)N([H])[H])C([H])=C([H])[H],QM7,0.5000,0,0
[H]C#C[C@]([H])(O[H])C(=O)N([H])[H],QM7,0.5238,0,0
[H]C([H])=C([H])OC([H])([H])C(=O)N([H])[H],QM7,0.5600,0,0
[H]C([H])=C([H])C([H])([H])N([H])C(=O)N([H])[H],QM7,0.9474,0,0
[H]C#CC([H])([H])N([H])C(=O)N([H])[H],QM7,0.6190,0,0
[H]C([H])=C([H])C([H])([H])OC(=O)N([H])[H],QM7,0.9000,0,0
[H]C#CC([H])([H])OC(=O)N([H])[H],QM7,0.6190,0,0
[H]OC([H])([H])C([H])([H])C([H])([H])[C]([H])[N]N([H])[H],QM7,0.4091,0,0
[H]OC([H])([H])[C]([H])/C([H])=C(\[H])[N]N([H])[H],QM7,0.2857,0,0
[H]OC([H])([H])/C([C]([H])[H])=C(/[H])[N]N([H])[H],QM7,0.3214,0,0
[H]OC([H])([H])C#C[C]([H])[N]N([H])[H],QM7,0.4348,0,0
[H]C(=O)N(N([H])[H])C([H])([H])C([H])=C([H])[H],QM7,0.4545,0,0
[H]C#CC([H])([H])N(C([H])=O)N([H])[H],QM7,0.4167,0,0
[H]OC([H])([H])/C(=N\N([H])[H])C([H])=C([H])[H],QM7,0.5455,0,0
[H]C#C/C(=N/N([H])[H])C([H])([H])O[H],QM7,0.3750,0,0
[H]O[C@]([H])([C]([H])[N]N([H])[H])C([H])=C([H])[H],QM7,0.4091,0,0
[H]C#C[C@]([H])(O[H])[C]([H])[N]N([H])[H],QM7,0.4348,0,0
[H][C]([N]N([H])[H])C([H])([H])OC([H])=C([H])[H],QM7,0.4167,0,0
[H][C]([N]N([H])[H])OC([H])([H])C([H])=C([H])[H],QM7,0.4167,0,0
[H]C#CC([H])([H])O[C]([H])[N]N([H])[H],QM7,0.4074,0,0
[H]C([H])=C([H])C([H])([H])C(=O)N([H])N([H])[H],QM7,0.6190,0,0
[H]C#CC([H])([H])C(=O)N([H])N([H])[H],QM7,0.5417,0,0
[H]C([H])([H])C([H])([H])C([C][C])(C([H])([H])[H])C([H])([H])[H],QM7,0.4444,0,0
[H]C([H])([H])C([H])([H])[C@@]([H])(C([H])([H])[H])[C@]([H])([C])C([H])([H])[H],QM7,0.5333,0,0
[H]C([H])([H])C([H])([H])C([H])(C([H])([H])[C])C([H])([H])C([H])([H])[H],QM7,0.5000,0,0
[H]C#CC([H])([H])C(=O)C#N,QM7,0.4762,0,0
[H]C(=O)/C([H])=C(\[H])C([H])([H])C#N,QM7,1.0000,1,0
[H]C#C[C@@]([H])(C#N)C([H])=O,QM7,0.3913,0,0
[H]C(=O)C#CC([H])([H])C#N,QM7,0.5455,0,0
[H]C(=O)C([H])([H])/C([H])=C(\[H])C#N,QM7,0.5455,0,0
[H]C(=O)C([H])([H])C#CC#N,QM7,0.5652,0,0
[H]C(=O)C([H])([H])C([H])([H])C([H])([H])C#N,QM7,0.8000,0,0
[H]O[C@]([H])(C#N)C([H])([H])C([H])=C([H])[H],QM7,0.5200,0,0
[H]C#CC([H])([H])[C@@]([H])(C#N)O[H],QM7,0.5000,0,0
[H]OC([H])([H])/C([H])=C(\[H])C([H])([H])C#N,QM7,0.5000,0,0
[H]OC([H])([H])C(=C([H])[H])C([H])([H])C#N,QM7,0.5000,0,0
[H]OC([H])([H])[C@]([H])(C#N)C([H])=C([H])[H],QM7,0.5600,0,0
[H]C#C[C@@]([H])(C#N)C([H])([H])O[H],QM7,0.6667,0,0
[H]OC([H])([H])C#CC([H])([H])C#N,QM7,0.6000,0,0
[H]OC([H])([H])C([H])([H])/C([H])=C(\[H])C#N,QM7,0.6522,0,0
[H]OC([H])([H])C([H])([H])C(C#N)=C([H])[H],QM7,0.7059,0,0
[H]OC([H])([H])C([H])([H])C#CC#N,QM7,0.6111,0,0
[H]OC([H])([H])C([H])([H])C([H])([H])C([H])([H])C#N,QM7,0.9375,0,0
[H]O[N]/C([H])=C(\[H])[C]([H])C([H])([H])O[H],QM7,0.2963,0,0
[H]O[N]/C([H])=C(/[C]([H])[H])C([H])([H])O[H],QM7,0.3200,0,0
[H]O/N=C(\C([H])=C([H])[H])C([H])([H])O[H],QM7,0.5714,0,0
[H]O[N][C]([H])C#CC([H])([H])O[H],QM7,0.4545,0,0
[H]O[N][C]([H])C([H])([H])C([H])([H])C([H])([H])O[H],QM7,0.4286,0,0
[H]C#CC(=O)C([H])([H])C#N,QM7,0.4800,0,0
[H]O[C@]([H])(C([H])=C([H])[H])C([H])([H])C#N,QM7,1.0000,1,0
[H]C#C[C@@]([H])(O[H])C([H])([H])C#N,QM7,0.4545,0,0
[H]/N=C(/[H])N([H])C([H])([H])C([H])([H])C([H])([H])O[H],QM7,0.3929,0,0
[H]C(=O)N([H])C([H])([H])C([H])([H])C([H])=O,QM7,1.0000,1,0
[H]OC([H])([H])C([H])([H])C([H])([H])N([H])C([H])=O,QM7,0.6667,0,0
[H]OC([H])([H])C([H])([H])[C]([H])[N][N][C]([H])[H],QM7,0.3810,0,0
[H]OC([H])([H])C([H])([H])C([H])([H])N([H])[N][C]([H])[H],QM7,0.5000,0,0
[H]OC([H])([H])C([H])([H])C([H])([H])O[N][C]([H])[H],QM7,0.4400,0,0
[H]C#CC([H])([H])N([H])C([H])([H])C([H])=O,QM7,0.5652,0,0
[H]OC([H])([H])C([H])([H])N([H])C([H])([H])C([H])=C([H])[H],QM7,0.8095,0,0
[H]C#CC([H])([H])N([H])C([H])([H])C([H])([H])O[H],QM7,0.5714,0,0
[H]C(=O)C([H])([H])N([H])C([H])([H])C#N,QM7,0.6000,0,0
[H]OC([H])([H])C([H])([H])N([H])C([H])([H])C#N,QM7,0.6667,0,0
[H]OC([H])([H])C([H])([H])N([H])C([H])([H])C([H])([H])O[H],QM7,0.9091,0,0
[H]C(=O)C([H])([H])N([H])C([H])([H])C([H])=O,QM7,0.9091,0,0
[H]OC([H])([H])C([H])([H])N([H])C([H])([H])C([H])=O,QM7,0.6364,0,0
[H]C#C/C(=N/O[H])C([H])([H])O[H],QM7,0.3333,0,0
[H][C]([H])[C@@]([H])([C][C])C([H])([H])C([H])([H])C([H])([H])[H],QM7,0.3636,0,0
[H]C#CC([H])([H])C([H])([H])N([H])C([H])=O,QM7,0.5385,0,0
[H]C(=O)N([H])C([H])([H])C([H])([H])C#N,QM7,0.7727,0,0
[H]C#CC(=O)N([H])C([H])=O,QM7,0.5200,0,0
[H]C#C[C]([H])[N]N([H])C([H])=O,QM7,0.3636,0,0
[H]C#CC([H])([H])N([H])N([H])C([H])=O,QM7,0.4783,0,0
[H]C#CC([H])([H])ON([H])C([H])=O,QM7,0.5385,0,0
[H]C#C[C]([H])[N]OC([H])=O,QM7,0.3077,0,0
[H]ON=C(C([H])=C([H])[H])C([H])=C([H])[H],QM7,0.5789,0,0
[H]C#C/C(=N/O[H])C([H])=C([H])[H],QM7,0.3704,0,0
[H]C#CC(C#C[H])=NO[H],QM7,0.3889,0,0
[H]O[N]/C([H])=C(\[H])[C]([H])C([H])=C([H])[H],QM7,0.3684,0,0
[H]C#C[C]([H])/C([H])=C(\[H])[N]O[H],QM7,0.3636,0,0
[H]O[N]/C([H])=C(/[C]([H])[H])C([H])=C([H])[H],QM7,0.3810,0,0
[H]C#C/C([C]([H])[H])=C(\[H])[N]O[H],QM7,0.3077,0,0
[H]O[N][C]([H])C#CC([H])=C([H])[H],QM7,0.4000,0,0
[H]C#CC#C[C]([H])[N]O[H],QM7,0.4091,0,0
[H]O[N][C]([H])C([H])([H])C([H])([H])C([H])=C([H])[H],QM7,0.4706,0,0
[H]C#CC([H])([H])C([H])([H])[C]([H])[N]O[H],QM7,0.5652,0,0
[H]O/N=C(/C#N)C([H])=C([H])[H],QM7,0.5455,0,0
[H]C#C/C(C#N)=N\O[H],QM7,0.6111,0,0
[H]O[N]/C([H])=C(\[H])[C]([H])C#N,QM7,0.3636,0,0
[H]O[N]/C([H])=C(/C#N)[C]([H])[H],QM7,0.3571,0,0
[H]O[N][C]([H])C#CC#N,QM7,0.3333,0,0
[H]O[N][C]([H])C([H])([H])C([H])([H])C#N,QM7,0.5652,0,0
[H]/N=C(/[H])N(O[H])C([H])([H])C([H])=C([H])[H],QM7,0.4444,0,0
[H]C#CC([H])([H])N(O[H])/C([H])=N\[H],QM7,0.3226,0,0
[H]O/N=C(/C([H])=O)C([H])=C([H])[H],QM7,0.5714,0,0
[H]O[N]/C([H])=C(\[H])[C]([H])C([H])=O,QM7,0.3478,0,0
[H]C([H])([H])C([H])([H])C([H])([H])C([C])([C])C([H])([H])[H],QM7,0.5000,0,0
[H]O[N]/C([H])=C(/[C]([H])[H])C([H])=O,QM7,0.3043,0,0
[H]O[N][C]([H])C#CC([H])=O,QM7,0.5000,0,0
[H]O[N][C]([H])C([H])([H])C([H])([H])C([H])=O,QM7,0.4500,0,0
[H]ON(C([H])=O)C([H])([H])C([H])=C([H])[H],QM7,0.5000,0,0
[H]C#CC([H])([H])N(O[H])C([H])=O,QM7,0.5200,0,0
[H]C#C/C(=N/O[H])C([H])=O,QM7,0.3478,0,0
[H]O[N][C]([H])C(=O)C([H])=C([H])[H],QM7,0.5000,0,0
[H]C#CC(=O)[C]([H])[N]O[H],QM7,0.3871,0,0
[H]O[N][C]([H])[C@@]([H])(O[H])C([H])=C([H])[H],QM7,0.4286,0,0
[H]C#C[C@]([H])(O[H])[C]([H])[N]O[H],QM7,0.4545,0,0
[H]O[N][C]([H])C([H])([H])OC([H])=C([H])[H],QM7,0.4583,0,0
[H]O[N][C]([H])N([H])C([H])([H])C([H])=C([H])[H],QM7,0.4800,0,0
[H]C#CC([H])([H])N([H])[C]([H])[N]O[H],QM7,0.4138,0,0
[H]/N=C(\N([H])O[H])C([H])([H])C([H])=C([H])[H],QM7,0.3462,0,0
[H]C#CC([H])([H])/C(=N/[H])N([H])O[H],QM7,0.3200,0,0
[H]O[N][C]([H])OC([H])([H])C([H])=C([H])[H],QM7,0.4231,0,0
[H]C#CC([H])([H])O[C]([H])[N]O[H],QM7,0.4615,0,0
[H]ON([H])C(=O)C([H])([H])C([H])=C([H])[H],QM7,0.6500,0,0
[H]C#CC([H])([H])C(=O)N([H])O[H],QM7,0.5455,0,0
[H][C]([C][C]([C])[C])C([H])([H])C([H])([H])[H],QM7,0.2857,0,0
[H]N([H])C(=S)N([H])C([H])(C([H])([H])[H])C([H])([H])[H],QM7,0.9375,0,0
[H]N([H])C(=S)N([H])C([H])([H])C([H])([H])C([H])([H])[H],QM7,0.6667,0,0
[H]/C(=C(/[H])S(=O)(=O)C([H])([H])[H])C([H])([H])[H],QM7,0.6429,0,0
[H]C([H])=C(C([H])([H])[H])S(=O)(=O)C([H])([H])[H],QM7,0.5625,0,0
[H]C([H])([H])C([H])(C([H])([H])[H])S(=O)(=O)C([H])([H])[H],QM7,0.6250,0,0
[H]C([H])([H])C#CS(=O)(=O)C([H])([H])[H],QM7,0.6471,0,0
[H]C([H])([H])C([H])([H])C([H])([H])S(=O)(=O)C([H])([H])[H],QM7,0.5789,0,0
[H]/C(=C(/[H])S(=O)(=O)N([H])[H])C([H])([H])[H],QM7,0.5294,0,0
[H]C([H])=C(C([H])([H])[H])S(=O)(=O)N([H])[H],QM7,0.5882,0,0
[H]N([H])S(=O)(=O)C([H])(C([H])([H])[H])C([H])([H])[H],QM7,0.7333,0,0
[H]N([H])S(=O)(=O)C#CC([H])([H])[H],QM7,0.4762,0,0
[H]N([H])S(=O)(=O)C([H])([H])C([H])([H])C([H])([H])[H],QM7,0.6316,0,0
[H]OS([O])([O])/C([H])=C(\[H])C([H])([H])[H],QM7,0.5000,0,0
[H]OS([O])([O])C(=C([H])[H])C([H])([H])[H],QM7,0.4706,0,0
[H]OS([O])([O])C([H])(C([H])([H])[H])C([H])([H])[H],QM7,0.5333,0,0
[H]OS([O])([O])C#CC([H])([H])[H],QM7,0.4444,0,0
[H]OS([O])([O])C([H])([H])C([H])([H])C([H])([H])[H],QM7,0.5294,0,0
[H]N([H])C(=S)N(C([H])([H])[H])C([H])([H])C([H])([H])[H],QM7,0.6957,0,0
[H]N(C(=S)N([H])C([H])([H])C([H])([H])[H])C([H])([H])[H],QM7,0.6667,0,0
[H]N(C([H])([H])C([H])([H])[H])S(=O)(=O)C([H])([H])[H],QM7,0.9333,0,0
[H]C([H])([H])C(=O)S(=O)(=O)C([H])([H])[H],QM7,0.9167,0,0
[H]O[C@]([H])(C([H])([H])[H])S(=O)(=O)C([H])([H])[H],QM7,0.6429,0,0
[H]C([H])([H])C([H])([H])OS([O])([O])C([H])([H])[H],QM7,0.5263,0,0
[H]C([H])=C([H])S(=O)(=O)C([H])=C([H])[H],QM7,1.0000,2,0
[H]C#CS(=O)(=O)C([H])=C([H])[H],QM7,0.4545,0,0
[H]C([H])=C([H])S(=O)(=O)C([H])([H])C([H])([H])[H],QM7,0.5263,0,0
[H]C#CS(=O)(=O)C([H])([H])C([H])([H])[H],QM7,0.5263,0,0
[H]C([H])([H])C([H])([H])S(=O)(=O)C([H])([H])C([H])([H])[H],QM7,0.7500,0,0
[H]C([H])=C([H])S(=O)(=O)C#N,QM7,0.4762,0,0
[H]C([H])([H])C([H])([H])S(=O)(=O)C#N,QM7,0.5455,0,0
[H]C(=O)S(=O)(=O)C([H])=C([H])[H],QM7,0.6429,0,0
[H]C(=O)S(=O)(=O)C([H])([H])C([H])([H])[H],QM7,0.4545,0,0
[H]OC([H])([H])S(=O)(=O)C([H])([H])C([H])([H])[H],QM7,0.6111,0,0
[H]N(C([H])([H])[H])S(=O)(=O)C([H])([H])C([H])([H])[H],QM7,0.5556,0,0
[H]C([H])([H])OS([O])([O])C([H])([H])C([H])([H])[H],QM7,0.4444,0,0
[H]C([H])=C([H])N(C(=S)N([H])[H])C([H])([H])[H],QM7,0.5455,0,0
[H]C([H])([H])N(C([H])([H])[H])S(=O)(=O)C([H])([H])[H],QM7,0.9091,0,0
[H]N(C([H])([H])[H])C([H])([H])S(=O)(=O)C([H])([H])[H],QM7,0.4762,0,0
[H]N(C(=S)N(C([H])([H])[H])C([H])([H])[H])C([H])([H])[H],QM7,0.9333,0,0
[H]C([H])=C([H])S(=O)(=O)N([H])C([H])([H])[H],QM7,0.5238,0,0
[H]C#CS(=O)(=O)N([H])C([H])([H])[H],QM7,0.4000,0,0
[H]C([H])([H])OC([H])([H])S(=O)(=O)C([H])([H])[H],QM7,0.5714,0,0
[H]C([H])=C([H])S([O])([O])OC([H])([H])[H],QM7,0.3750,0,0
[H]C#CS([O])([O])OC([H])([H])[H],QM7,0.5000,0,0
[H]C([H])=C([H])C([H])([H])S(=O)(=O)C([H])([H])[H],QM7,0.6250,0,0
[H]C#CC([H])([H])S(=O)(=O)C([H])([H])[H],QM7,0.5556,0,0
[H]/C(=C(/[H])S(=O)(=O)C([H])([H])[H])N([H])[H],QM7,1.0000,2,0
[H]C([H])([H])S(=O)(=O)C([H])([H])C#N,QM7,0.8333,0,0
[H]C(=O)C([H])([H])S(=O)(=O)C([H])([H])[H],QM7,1.0000,1,0
[H]OC([H])([H])C([H])([H])S(=O)(=O)C([H])([H])[H],QM7,0.5625,0,0
[H]C([H])=C([H])N([H])S(=O)(=O)C([H])([H])[H],QM7,0.5000,0,0
[H]C([H])=C([H])OS([O])([O])C([H])([H])[H],QM7,0.5500,0,0
[H]C([H])=C([H])C([H])([H])N([H])C(=S)N([H])[H],QM7,1.0000,1,0
[H]C#CC([H])([H])N([H])C(=S)N([H])[H],QM7,0.5769,0,0
[H]C([H])=C([H])C([H])([H])S(=O)(=O)N([H])[H],QM7,0.6522,0,0
[H]C#CC([H])([H])S(=O)(=O)N([H])[H],QM7,0.5556,0,0
[H]C#CS(=O)(=O)C([H])=O,QM7,0.3500,0,0
[H]OC([H])([H])S(=O)(=O)C([H])=C([H])[H],QM7,0.5000,0,0
[H]C#CS(=O)(=O)C([H])([H])O[H],QM7,0.5000,0,0
[H]C#CS(=O)(=O)C#C[H],QM7,0.4375,0,0
[H]C#CS(=O)(=O)C#N,QM7,0.5000,0,0
[H]OS([O])([O])C([H])([H])C([H])=C([H])[H],QM7,0.5500,0,0
[H]C#CC([H])([H])S([O])([O])O[H],QM7,0.5500,0,0
[H]N([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H],QM7,1.0000,14,0
[H]C#CC([H])([H])C(C#N)=C([H])[H],QM7,0.5455,0,0
[H]C([H])=C([H])/C([H])=C(\[H])C([H])([H])C#N,QM7,0.7273,0,0
[H]C([H])=C([H])C(=C([H])[H])C([H])([H])C#N,QM7,0.5217,0,0
[H]C([H])=C([H])C([H])(C#N)C([H])=C([H])[H],QM7,0.5294,0,0
[H]C#C[C@@]([H])(C#N)C([H])=C([H])[H],QM7,0.6667,0,0
[H]C([H])=C([H])C#CC([H])([H])C#N,QM7,0.5217,0,0
[H]C([H])=C([H])C([H])([H])/C([H])=C(\[H])C#N,QM7,0.5652,0,0
[H]C([H])=C([H])C([H])([H])C(C#N)=C([H])[H],QM7,0.5417,0,0
[H]C([H])=C([H])C([H])([H])C#CC#N,QM7,0.6667,0,0
[H]C([H])=C([H])C([H])([H])C([H])([H])C([H])([H])C#N,QM7,0.8947,0,0
[H]C#C/C([H])=C(\[H])C([H])([H])C#N,QM7,0.4545,0,0
[H]C#CC([H])(C#N)C#C[H],QM7,0.3478,0,0
[H]C#CC#CC([H])([H])C#N,QM7,0.4783,0,0
[H]C#CC([H])([H])/C([H])=C(\[H])C#N,QM7,0.4643,0,0
[H]C#CC([H])([H])C#CC#N,QM7,0.5238,0,0
[H]C#CC([H])([H])C([H])([H])C([H])([H])C#N,QM7,0.9375,0,0
[H]/C(=C(/[H])C([H])([H])C([H])([H])C([H])([H])N([H])[H])C([H])([H])[H],QM7,1.0000,1,0
[H]C([H])=C([H])/C(C#N)=C(/[H])C([H])([H])[H],QM7,0.9412,0,0
[H]/C(=C(/C([H])([H])[H])C([H])([H])C([H])([H])N([H])[H])C([H])([H])[H],QM7,0.6250,0,0
[H]/C(=C(/C([H])([H])[H])[C@]([H])(N([H])[H])C([H])([H])[H])C([H])([H])[H],QM7,0.9333,0,0
[H]/C(=C(/C([H])([H])[H])C([H])([H])C#N)C([H])([H])[H],QM7,1.0000,1,0
[H]C#C/C(C#N)=C(/[H])C([H])([H])[H],QM7,0.6471,0,0
[H]C(/C([H])=C(\[H])C([H])([H])N([H])[H])=C(/[H])C([H])([H])[H],QM7,1.0000,1,0
[H]/C(C#N)=C([H])\C([H])=C(/[H])C([H])([H])[H],QM7,1.0000,1,0
[H]C([H])=C(/C([H])=C(\[H])C([H])([H])[H])C([H])([H])N([H])[H],QM7,1.0000,1,0
[H]C([H])=C(C#N)/C([H])=C(\[H])C([H])([H])[H],QM7,0.6818,0,0
[H]/C(=C(/[H])[C@@]([H])(C([H])([H])[H])C([H])([H])N([H])[H])C([H])([H])[H],QM7,0.6190,0,0
[H]/C(=C(/[H])C(N([H])[H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])[H],QM7,1.0000,2,0
[H]/C(=C(/[H])[C@]([H])(C#N)C([H])([H])[H])C([H])([H])[H],QM7,1.0000,1,0
[H]/C(C#CC([H])([H])N([H])[H])=C(/[H])C([H])([H])[H],QM7,0.6667,0,0
[H]/C(C#CC#N)=C(/[H])C([H])([H])[H],QM7,0.5238,0,0
[H]/C(=C(/[H])C([H])([H])[C@]([H])(N([H])[H])C([H])([H])[H])C([H])([H])[H],QM7,0.7619,0,0
[H]/C(=C(/[H])C([H])([H])C([H])([H])C#N)C([H])([H])[H],QM7,0.6667,0,0
[H]C([H])=C(C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])N([H])[H],QM7,0.7500,0,0
[H]C([H])=C(/C([H])=C(\[H])C([H])([H])N([H])[H])C([H])([H])[H],QM7,0.6316,0,0
[H]C([H])=C(/C([H])=C(\[H])C#N)C([H])([H])[H],QM7,0.5455,0,0
[H]C([H])=C(C(=C([H])[H])C([H])([H])N([H])[H])C([H])([H])[H],QM7,0.5294,0,0
[H]C([H])=C(C#N)C(=C([H])[H])C([H])([H])[H],QM7,0.5385,0,0
[H]C([H])=C(C([H])([H])[H])C(N([H])[H])(C([H])([H])[H])C([H])([H])[H],QM7,0.6250,0,0
[H]C([H])=C(C#CC([H])([H])N([H])[H])C([H])([H])[H],QM7,0.5455,0,0
[H]C([H])=C(C#CC#N)C([H])([H])[H],QM7,0.5294,0,0
[H]C([H])=C(C([H])([H])[H])C([H])([H])C([H])([H])C#N,QM7,0.9444,0,0
[H]C([H])=C([H])/C([H])=C(/C#N)C([H])([H])[H],QM7,0.6818,0,0
[H]C#C/C([H])=C(/C#N)C([H])([H])[H],QM7,0.4783,0,0
[H]C([H])=C([H])/C(=C(/[H])C([H])([H])N([H])[H])C([H])([H])[H],QM7,0.5455,0,0
[H]C([H])=C([H])/C(=C(/[H])C#N)C([H])([H])[H],QM7,0.5455,0,0
[H]N([H])C([H])([H])C([H])([H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H],QM7,0.9333,0,0
[H]C(=C(C([H])([H])[H])C([H])([H])[H])C([H])([H])C([H])([H])N([H])[H],QM7,0.7143,0,0
[H]N([H])C([H])([H])C(=C(C([H])([H])[H])C([H])([H])[H])C([H])([H])[H],QM7,0.6316,0,0
[H]C([H])([H])C(C#N)=C(C([H])([H])[H])C([H])([H])[H],QM7,0.6000,0,0
[H]C(=C(C([H])([H])[H])C([H])([H])[H])C([H])([H])C#N,QM7,0.6250,0,0
[H]C([H])=C([H])C(C#N)(C([H])([H])[H])C([H])([H])[H],QM7,0.5000,0,0
[H]N([H])C([H])([H])C([H])([H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H],QM7,0.8571,0,0
[H]C([H])([H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])C#N,QM7,0.5556,0,0
[H]C#CC(C#N)(C([H])([H])[H])C([H])([H])[H],QM7,0.6000,0,0
[H]/C(=C(/[H])C([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])N([H])[H],QM7,0.6000,0,0
[H]/C(C#N)=C(/[H])C([H])(C([H])([H])[H])C([H])([H])[H],QM7,1.0000,1,0
[H]C([H])=C(C([H])([H])N([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H],QM7,0.6316,0,0
[H]C([H])=C(C#N)C([H])(C([H])([H])[H])C([H])([H])[H],QM7,0.6000,0,0
[H]N([H])C([H])([H])[C@]([H])(C([H])([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H],QM7,0.9231,0,0
[H]N([H])C(C([H])([H])[H])(C([H])([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H],QM7,1.0000,1,0
[H]C([H])([H])C([H])(C([H])([H])[H])[C@]([H])(C#N)C([H])([H])[H],QM7,0.6250,0,0
[H]N([H])C([H])([H])C#CC([H])(C([H])([H])[H])C([H])([H])[H],QM7,0.5455,0,0
[H]C([H])([H])C([H])(C#CC#N)C([H])([H])[H],QM7,0.5789,0,0
[H]N([H])[C@]([H])(C([H])([H])[H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H],QM7,0.9231,0,0
[H]C([H])([H])C([H])(C([H])([H])[H])C([H])([H])C([H])([H])C#N,QM7,0.6842,0,0
[H]C([H])=C([H])C([H])([H])[C@@]([H])(C#N)C([H])([H])[H],QM7,1.0000,1,0
[H]C#CC([H])([H])[C@@]([H])(C#N)C([H])([H])[H],QM7,0.5652,0,0
[H]N([H])C([H])([H])C([H])([H])C([H])([H])C#CC([H])([H])[H],QM7,0.5833,0,0
[H]/C(C#CC([H])([H])[H])=C(/[H])C([H])([H])N([H])[H],QM7,0.6364,0,0
[H]/C(C#N)=C(/[H])C#CC([H])([H])[H],QM7,0.5333,0,0
[H]C([H])=C(C#CC([H])([H])[H])C([H])([H])N([H])[H],QM7,0.4500,0,0
[H]C([H])=C(C#N)C#CC([H])([H])[H],QM7,0.6471,0,0
[H]N([H])C([H])([H])[C@@]([H])(C#CC([H])([H])[H])C([H])([H])[H],QM7,0.5500,0,0
[H]N([H])C(C#CC([H])([H])[H])(C([H])([H])[H])C([H])([H])[H],QM7,0.5294,0,0
[H]C([H])([H])C#C[C@]([H])(C#N)C([H])([H])[H],QM7,0.6875,0,0
[H]N([H])C([H])([H])C#CC#CC([H])([H])[H],QM7,0.5263,0,0
[H]C([H])([H])C#CC#CC#N,QM7,1.0000,4,0
[H]N([H])[C@]([H])(C([H])([H])[H])C([H])([H])C#CC([H])([H])[H],QM7,0.5714,0,0
[H]C([H])([H])C#CC([H])([H])C([H])([H])C#N,QM7,0.5217,0,0
[H]/C(=C(/[H])C([H])([H])C([H])([H])N([H])[H])C([H])([H])C([H])([H])[H],QM7,0.9375,0,0
[H]/C(=C(/C([H])([H])[H])C([H])([H])N([H])[H])C([H])([H])C([H])([H])[H],QM7,0.9412,0,0
[H]/C(=C(\C#N)C([H])([H])[H])C([H])([H])C([H])([H])[H],QM7,0.5909,0,0
[H]/C(=C(/[H])[C@]([H])(N([H])[H])C([H])([H])[H])C([H])([H])C([H])([H])[H],QM7,0.9412,0,0
[H]/C(=C(/[H])C([H])([H])C([H])([H])[H])C([H])([H])C#N,QM7,0.7273,0,0
[H]C([H])=C(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])N([H])[H],QM7,0.7000,0,0
[H]C([H])=C(C([H])([H])C([H])([H])[H])[C@]([H])(N([H])[H])C([H])([H])[H],QM7,0.9412,0,0
[H]C([H])=C(C([H])([H])C#N)C([H])([H])C([H])([H])[H],QM7,0.5417,0,0
[H]/C(=C(\C#N)C([H])([H])C([H])([H])[H])C([H])([H])[H],QM7,0.6190,0,0
[H]C1([H])C([H])([H])C1([H])[H],QM7,1.0000,22,0
[H]N([H])C1([H])C([H])([H])C1([H])[H],QM7,0.7778,0,0
[H]C([H])([H])C1([H])C([H])([H])C1([H])[H],QM7,0.8750,0,0
[H]OC1([H])C([H])([H])C1([H])[H],QM7,0.8750,0,0
[H]C([H])([H])OC1([H])C([H])([H])C1([H])[H],QM7,0.9167,0,0
[H]OC([H])([H])C1([H])C([H])([H])C1([H])[H],QM7,1.0000,1,0
[H]C([H])=C([H])C1([H])C([H])([H])C1([H])[H],QM7,0.9167,0,0
[H]C(=O)C1([H])C([H])([H])C1([H])[H],QM7,0.7857,0,0
[H]C#CC1([H])C([H])([H])C1([H])[H],QM7,0.7857,0,0
[H]O[C@@]1([H])C([H])([H])[C@]1([H])N([H])[H],QM7,1.0000,1,0
[H]C([H])([H])[C@@]1([H])C([H])([H])[C@]1([H])C([H])([H])[H],QM7,0.7000,0,0
